inventory_id,warehouse_id,warehouse_city,warehouse_state,product_id,available_stock,reserved_stock,safety_stock,reorder_level,inventory_status,last_updated
INV008450,WH001,Sao Paulo,SP,bac84fdf85ec2c85fa86f522f4423114,200,23,20,30,IN_STOCK,2018-11-25 08:00:00
INV008451,WH001,Sao Paulo,SP,69bb0609a0dd2d5f23efb6faf72fa28e,232,9,15,75,IN_STOCK,2018-10-06 21:00:00
INV008452,WH006,Salvador,BA,c33a764dad4f6747f7c56115bb8d5bb7,244,12,10,75,IN_STOCK,2018-10-13 04:00:00
INV008453,WH006,Salvador,BA,13cc89a841ab5708056615bc3ca164f1,22,11,30,40,LOW_STOCK,2018-11-17 18:00:00
INV008454,WH002,Rio de Janeiro,RJ,72c4d61f2a2924a2d4515bc9c7fcd704,20,3,25,20,LOW_STOCK,2018-11-13 10:00:00
INV008455,WH002,Rio de Janeiro,RJ,e3968a0d1e607b271be1b000ee1a2d8d,85,5,30,20,IN_STOCK,2018-11-30 00:00:00
INV008456,WH002,Rio de Janeiro,RJ,a025e125dc2c294425e91e9cb1a01789,368,9,15,20,IN_STOCK,2018-10-26 17:00:00
INV008457,WH002,Rio de Janeiro,RJ,ea2999d120b8644995f93e02aa9660c3,181,7,30,40,IN_STOCK,2018-10-20 02:00:00
INV008458,WH006,Salvador,BA,de12bf624c66b90ad178ac441cbfbad6,184,7,30,20,IN_STOCK,2018-10-13 09:00:00
INV008459,WH004,Curitiba,PR,e9a19740a95180e871a7fd864bf65dd7,229,7,10,30,IN_STOCK,2018-12-01 00:00:00
INV008460,WH002,Rio de Janeiro,RJ,31b5755dd3e583e7c227a935657a818f,314,22,20,30,IN_STOCK,2018-10-27 11:00:00
INV008461,WH003,Belo Horizonte,MG,388a6943ef1d99b81f642a0137bfa5da,283,14,25,75,IN_STOCK,2018-12-25 03:00:00
INV008462,WH002,Rio de Janeiro,RJ,fa243e761ae871597627e917611eeb23,394,19,15,20,IN_STOCK,2018-12-30 21:00:00
INV008463,WH004,Curitiba,PR,c1f5307decb89342351bec53668cffd9,120,7,30,50,IN_STOCK,2018-12-28 12:00:00
INV008464,WH002,Rio de Janeiro,RJ,ee8138bcca833152a19543702228ee26,338,16,20,30,IN_STOCK,2018-11-19 00:00:00
INV008465,WH001,Sao Paulo,SP,1718ba9459e147186a7475f116526c99,27,22,10,40,LOW_STOCK,2018-11-13 22:00:00
INV008466,WH005,Porto Alegre,RS,bcf3aa04becb30e6279242e23dc516f8,224,28,20,75,IN_STOCK,2018-12-19 06:00:00
INV008467,WH004,Curitiba,PR,291c4eedfc6f236325724d88bb03101e,16,16,20,20,LOW_STOCK,2018-10-26 21:00:00
INV008468,WH002,Rio de Janeiro,RJ,48c6a56d5ca5f69c0150da0c98a745b8,390,27,15,30,IN_STOCK,2018-11-05 02:00:00
INV008469,WH004,Curitiba,PR,6893767814d1ac82a81bcd365e1cc918,95,28,10,75,IN_STOCK,2018-11-19 11:00:00
INV008470,WH005,Porto Alegre,RS,328de56b9fe359835173118dee79a12a,178,15,30,40,IN_STOCK,2018-12-11 23:00:00
INV008471,WH004,Curitiba,PR,051e6f6764c9b60143dffafd0c5d1a25,491,33,20,30,IN_STOCK,2018-10-01 10:00:00
INV008472,WH001,Sao Paulo,SP,882ebbd926d1093b09ff76e976866954,56,3,30,30,IN_STOCK,2018-10-17 18:00:00
INV008473,WH003,Belo Horizonte,MG,c24e49a2c52e4cd8067f8753b955e407,0,0,20,75,OUT_OF_STOCK,2018-11-01 12:00:00
INV008474,WH004,Curitiba,PR,1729a1b7ec6947d5c878e70e80172790,85,38,15,30,IN_STOCK,2018-10-23 22:00:00
INV008475,WH005,Porto Alegre,RS,fc8379cce9f27ea602b3c16f7eb121b3,313,29,30,30,IN_STOCK,2018-12-02 00:00:00
INV008476,WH001,Sao Paulo,SP,acd9803fca3010f5ad0f3ebefb53e5e6,77,12,20,30,IN_STOCK,2018-11-15 19:00:00
INV008477,WH006,Salvador,BA,9b68d637bcc8963e7b736f9de0a4532f,196,16,30,75,IN_STOCK,2018-11-26 05:00:00
INV008478,WH005,Porto Alegre,RS,cd3ec6ebbc74e6070297d45ca9dd62e9,30,28,30,30,LOW_STOCK,2018-11-14 13:00:00
INV008479,WH003,Belo Horizonte,MG,b92a7304ebad1ca5b393b53b2de5c70a,62,3,20,50,IN_STOCK,2018-12-24 14:00:00
INV008480,WH003,Belo Horizonte,MG,244811270c7c86b6cec6e934c059e086,64,17,25,50,IN_STOCK,2018-10-27 07:00:00
INV008481,WH003,Belo Horizonte,MG,2c3f424b5643b03663e0f5861dde2bfe,351,9,30,30,IN_STOCK,2018-11-06 04:00:00
INV008482,WH002,Rio de Janeiro,RJ,831b1757a9744c37ddd574b5eaa3cc9b,13,8,30,20,LOW_STOCK,2018-12-15 07:00:00
INV008483,WH005,Porto Alegre,RS,e80981a35c449feea9c5c54516520cca,279,25,10,75,IN_STOCK,2018-11-24 06:00:00
INV008484,WH005,Porto Alegre,RS,c169014808557ef3fc3783ac1e02c0d8,352,38,10,30,IN_STOCK,2018-11-07 15:00:00
INV008485,WH006,Salvador,BA,1d1fc8a85e598b6b83a558fbd354443d,197,16,20,50,IN_STOCK,2018-11-23 22:00:00
INV008486,WH006,Salvador,BA,ce250e78def55ee3c4c8b8f708fcd867,465,7,15,20,IN_STOCK,2018-12-09 13:00:00
INV008487,WH005,Porto Alegre,RS,e8c421a493af37beaefc9092d0798203,24,5,30,50,LOW_STOCK,2018-12-16 09:00:00
INV008488,WH005,Porto Alegre,RS,1b9f1774447f0b4aef58c96227324048,345,18,25,30,IN_STOCK,2018-11-06 16:00:00
INV008489,WH002,Rio de Janeiro,RJ,5842161e65d7898eb4aab799289a137e,314,38,20,20,IN_STOCK,2018-12-21 03:00:00
INV008490,WH005,Porto Alegre,RS,602be4713d609927aca6161cf5b45220,101,25,15,40,IN_STOCK,2018-12-26 14:00:00
INV008491,WH004,Curitiba,PR,fe7976532777922f0d60261e75f7ad36,86,32,30,20,IN_STOCK,2018-11-09 01:00:00
INV008492,WH006,Salvador,BA,1f6cbd49dcb5d56eb874bf9889f9fd72,273,35,10,40,IN_STOCK,2018-10-26 02:00:00
INV008493,WH006,Salvador,BA,5fbfa85126d6e59188d7da79f21e9687,111,9,25,50,IN_STOCK,2018-12-09 04:00:00
INV008494,WH006,Salvador,BA,e503a0c255ccb611962015bac936f938,397,10,20,40,IN_STOCK,2018-10-16 20:00:00
INV008495,WH005,Porto Alegre,RS,a9028257171c93a8d948ff95a0082b0d,24,19,20,40,LOW_STOCK,2018-10-23 17:00:00
INV008496,WH005,Porto Alegre,RS,1a0d662b65b5ef08796501b064c853af,107,40,10,20,IN_STOCK,2018-12-01 09:00:00
INV008497,WH006,Salvador,BA,8d74ab7fa8889c222b25920a6ad9d7bb,24,24,25,50,LOW_STOCK,2018-10-30 12:00:00
INV008498,WH003,Belo Horizonte,MG,6a02077065f9af692480ab01fbff66d2,191,1,25,75,IN_STOCK,2018-10-06 22:00:00
INV008499,WH002,Rio de Janeiro,RJ,5b95b27af12b245754e70df7e16d53e1,445,10,10,50,IN_STOCK,2018-11-18 16:00:00
INV008500,WH002,Rio de Janeiro,RJ,fcb6c42b17e6fe27366fe1fcc98b7032,38,23,15,30,IN_STOCK,2018-10-31 19:00:00
INV008501,WH006,Salvador,BA,5bd6c3f52d2574ceaa8f55cbed201dab,418,5,20,75,IN_STOCK,2018-12-27 13:00:00
INV008502,WH006,Salvador,BA,8fd6e4450e2429f114b91362b56bb502,236,16,15,40,IN_STOCK,2018-11-16 16:00:00
INV008503,WH005,Porto Alegre,RS,df297ceffd7a315a71586ace7d041ff2,455,38,20,30,IN_STOCK,2018-12-12 21:00:00
INV008504,WH005,Porto Alegre,RS,f532ec9a55ee4e466e1c8fc913563ad5,240,10,20,75,IN_STOCK,2018-12-16 04:00:00
INV008505,WH005,Porto Alegre,RS,335c0606c1cc3329cba35360588ca73c,118,40,20,20,IN_STOCK,2018-12-10 09:00:00
INV008506,WH003,Belo Horizonte,MG,cf583a690e5ac989acc4694f35093975,205,8,20,40,IN_STOCK,2018-10-05 10:00:00
INV008507,WH003,Belo Horizonte,MG,67fc455b96e0908bc5e0d917237b2977,451,11,25,75,IN_STOCK,2018-12-13 03:00:00
INV008508,WH002,Rio de Janeiro,RJ,9c313adb4b38a55b092f53f83f78be9e,285,15,25,75,IN_STOCK,2018-11-16 21:00:00
INV008509,WH006,Salvador,BA,5a7832f159a53d0160326c22fe8e9e17,457,13,25,20,IN_STOCK,2018-10-07 00:00:00
INV008510,WH006,Salvador,BA,e2bab04d6a471ed7a3629fbe2a64b55a,336,22,20,20,IN_STOCK,2018-12-01 13:00:00
INV008511,WH002,Rio de Janeiro,RJ,6c712952b8ef62f8d06a0314917400c8,377,25,10,40,IN_STOCK,2018-10-17 02:00:00
INV008512,WH003,Belo Horizonte,MG,08ba023e3ad57b10b6d5378ce3f22f9a,193,24,30,50,IN_STOCK,2018-11-06 15:00:00
INV008513,WH001,Sao Paulo,SP,ab1ecbce7afd9f6e661baa24a5706c9c,133,25,25,20,IN_STOCK,2018-12-06 13:00:00
INV008514,WH006,Salvador,BA,5f8c74f4a3d2b616857fcb7d4dd1f61a,232,29,30,30,IN_STOCK,2018-12-27 14:00:00
INV008515,WH003,Belo Horizonte,MG,875e0d1c97176d76e9b04c98d06383d2,0,0,10,40,OUT_OF_STOCK,2018-10-09 17:00:00
INV008516,WH006,Salvador,BA,48439f504c6167993f54e682337d62f9,324,11,20,40,IN_STOCK,2018-12-05 20:00:00
INV008517,WH004,Curitiba,PR,e389381479408ccdcdd406d8d3049e45,253,29,15,20,IN_STOCK,2018-11-23 01:00:00
INV008518,WH001,Sao Paulo,SP,ae3d03328881c5565f56b66360a3dc99,91,23,10,40,IN_STOCK,2018-12-11 05:00:00
INV008519,WH005,Porto Alegre,RS,9e19e45edbe26eb0f394152ec76da4fa,225,30,10,30,IN_STOCK,2018-12-15 08:00:00
INV008520,WH006,Salvador,BA,d018c7ba1ccfa2cb5c49f3874ee36e19,307,21,20,75,IN_STOCK,2018-10-03 19:00:00
INV008521,WH004,Curitiba,PR,d8243785d7ff92726cf5c74caf11a6e4,383,3,20,40,IN_STOCK,2018-12-28 15:00:00
INV008522,WH006,Salvador,BA,96ea060e41bdecc64e2de00b97068975,0,0,15,0,DISCONTINUED,2018-10-30 09:00:00
INV008523,WH004,Curitiba,PR,892198c42c50014fa460d71bed876d7b,478,40,20,40,IN_STOCK,2018-11-03 20:00:00
INV008524,WH001,Sao Paulo,SP,810cb3c5af006624fa32d362077af85f,341,3,15,50,IN_STOCK,2018-12-10 02:00:00
INV008525,WH001,Sao Paulo,SP,c041f64d4b8255fa6c227d4b64a3838d,482,14,30,20,IN_STOCK,2018-10-25 03:00:00
INV008526,WH001,Sao Paulo,SP,3a44acb2ab18bafe83e7f6c55a1fc5fe,245,22,10,75,IN_STOCK,2018-10-19 06:00:00
INV008527,WH003,Belo Horizonte,MG,4c0f00c6b8f193c1cb9459e6b97e0320,450,36,30,20,IN_STOCK,2018-12-27 15:00:00
INV008528,WH001,Sao Paulo,SP,7bc34251fed67b7d8a0251d7ad8eff3c,16,12,25,30,LOW_STOCK,2018-10-02 21:00:00
INV008529,WH005,Porto Alegre,RS,10c1d269f014818d6ed16aff376c098d,49,27,10,50,LOW_STOCK,2018-11-13 22:00:00
INV008530,WH001,Sao Paulo,SP,f65ff6e5a356943c5cee2e8bb023efc8,59,6,20,40,IN_STOCK,2018-10-30 05:00:00
INV008531,WH005,Porto Alegre,RS,2b0ee2d07306f7c9ac55a43166e9bb4b,448,18,10,20,IN_STOCK,2018-10-06 14:00:00
INV008532,WH005,Porto Alegre,RS,84e3161e8dd15fb8ae229e8d507c9736,299,12,30,30,IN_STOCK,2018-10-13 14:00:00
INV008533,WH002,Rio de Janeiro,RJ,0a63240129d538ef9bf6e5c0aa8925a5,266,22,10,40,IN_STOCK,2018-11-15 05:00:00
INV008534,WH002,Rio de Janeiro,RJ,da1cfaaffa7720fe28f26f18d52f5ad9,59,16,15,20,IN_STOCK,2018-12-10 03:00:00
INV008535,WH002,Rio de Janeiro,RJ,3af48a958298d5d4663dd1f5237b7279,369,24,15,75,IN_STOCK,2018-12-29 07:00:00
INV008536,WH003,Belo Horizonte,MG,f71954485428cf87945953ea0a0a6229,0,0,25,30,OUT_OF_STOCK,2018-10-27 23:00:00
INV008537,WH006,Salvador,BA,fc5a20562c99bbc5229b175d0a88ea7a,0,0,30,50,OUT_OF_STOCK,2018-11-22 00:00:00
INV008538,WH006,Salvador,BA,85834dd27e4888d991943dc23fc92ef5,0,0,20,75,OUT_OF_STOCK,2018-11-21 16:00:00
INV008539,WH006,Salvador,BA,3483c2810a114916eb57990fabb91d59,4,1,30,50,LOW_STOCK,2018-12-19 11:00:00
INV008540,WH004,Curitiba,PR,2709b7e2e1e0694d32d2b6d88d483597,299,36,20,75,IN_STOCK,2018-12-20 07:00:00
INV008541,WH005,Porto Alegre,RS,cc21bdb00e05f6cf2c10126d69d1a7f0,464,16,30,40,IN_STOCK,2018-10-01 14:00:00
INV008542,WH006,Salvador,BA,8ea58233633803a824be722002b84a5a,213,32,25,40,IN_STOCK,2018-12-16 20:00:00
INV008543,WH006,Salvador,BA,a2fddd6229ab528218029f919af4c1ed,449,3,15,30,IN_STOCK,2018-11-30 03:00:00
INV008544,WH003,Belo Horizonte,MG,f9a508234fed38c95437c5a16b847774,396,9,10,40,IN_STOCK,2018-10-02 02:00:00
INV008545,WH001,Sao Paulo,SP,ee49de8fc5d17f5a154d8c649700f6ff,264,4,30,50,IN_STOCK,2018-10-10 17:00:00
INV008546,WH006,Salvador,BA,7afa8c8eca2a26b599823eed4975a820,380,30,15,20,IN_STOCK,2018-10-15 03:00:00
INV008547,WH001,Sao Paulo,SP,9c84b4ffd1a85bf2feb6cba0e2b76f54,285,17,20,20,IN_STOCK,2018-11-02 08:00:00
INV008548,WH003,Belo Horizonte,MG,760be8243b7e45dab18ef46ace561ff9,25,11,15,30,LOW_STOCK,2018-10-18 02:00:00
INV008549,WH006,Salvador,BA,46a4b4529fb2c8fbb84be938c9bb8b02,83,0,10,40,IN_STOCK,2018-11-16 23:00:00
INV008550,WH006,Salvador,BA,70b8127a4ee86d4b37b3eaf5e337e91b,240,33,20,30,IN_STOCK,2018-10-17 02:00:00
INV008551,WH004,Curitiba,PR,3b09eb8e2d6bb856f77327ebf539e959,178,11,25,20,IN_STOCK,2018-10-02 00:00:00
INV008552,WH001,Sao Paulo,SP,5f473f7d11fe0268ac5827dd45da3567,357,30,30,75,IN_STOCK,2018-11-08 23:00:00
INV008553,WH001,Sao Paulo,SP,93709a210f8c878e1d9b12ff28580f2e,282,10,15,50,IN_STOCK,2018-11-17 10:00:00
INV008554,WH004,Curitiba,PR,2d209263196b2e0a0af4a597aed62903,75,36,20,30,IN_STOCK,2018-11-06 17:00:00
INV008555,WH005,Porto Alegre,RS,79535f801c489bd33483bf6d67da9a86,394,12,25,20,IN_STOCK,2018-11-23 22:00:00
INV008556,WH001,Sao Paulo,SP,ee8fd939043419b2441f6000c21be00b,449,15,10,75,IN_STOCK,2018-11-30 14:00:00
INV008557,WH002,Rio de Janeiro,RJ,dc5810c618a462436499ac6e62aeddc3,431,20,15,20,IN_STOCK,2018-10-25 14:00:00
INV008558,WH006,Salvador,BA,94bedc3b89ef3b2dd091735569780a0d,192,21,15,75,IN_STOCK,2018-11-10 03:00:00
INV008559,WH006,Salvador,BA,7d19b1d7e1b9c31f1c72f968c48f8917,0,0,10,0,DISCONTINUED,2018-12-13 08:00:00
INV008560,WH001,Sao Paulo,SP,fc158c6d4f95cc9d4c33c5b11b081779,190,30,25,50,IN_STOCK,2018-12-15 14:00:00
INV008561,WH005,Porto Alegre,RS,bff37004a9931f431a8cbede5e20db7e,69,6,10,75,LOW_STOCK,2018-12-04 04:00:00
INV008562,WH001,Sao Paulo,SP,ced26c2a308260f9e9e34004ed509901,249,2,25,20,IN_STOCK,2018-12-13 11:00:00
INV008563,WH003,Belo Horizonte,MG,9fd2d186bbd4017f2d86295f69334cfc,449,16,10,50,IN_STOCK,2018-10-29 22:00:00
INV008564,WH004,Curitiba,PR,58c975d8b74f2c5a520b580f46456cf5,38,30,25,50,LOW_STOCK,2018-10-17 11:00:00
INV008565,WH003,Belo Horizonte,MG,f2a4a74038882bf1adc8a466962559ec,70,0,25,50,IN_STOCK,2018-12-21 15:00:00
INV008566,WH002,Rio de Janeiro,RJ,afeeea6271148ee1bb15173b8187c431,0,0,15,50,OUT_OF_STOCK,2018-10-04 11:00:00
INV008567,WH004,Curitiba,PR,cb31577aa7edab333780a1a0cc41d94e,94,27,25,30,IN_STOCK,2018-11-19 21:00:00
INV008568,WH004,Curitiba,PR,cbfe76ab27b6cb27aaafcc2199f9dab9,279,16,15,30,IN_STOCK,2018-12-12 01:00:00
INV008569,WH006,Salvador,BA,03bb06cda40712fb8473f7962fb7d198,13,5,30,30,LOW_STOCK,2018-11-07 09:00:00
INV008570,WH004,Curitiba,PR,97ab901f90b75df669b546a1d68d0512,33,21,30,50,LOW_STOCK,2018-12-17 19:00:00
INV008571,WH002,Rio de Janeiro,RJ,2b9496ed8ff2f7b2003258b94a58772b,0,0,10,0,DISCONTINUED,2018-12-25 23:00:00
INV008572,WH002,Rio de Janeiro,RJ,53f022fb540ac66bc0374331d2342a60,496,19,20,20,IN_STOCK,2018-12-01 19:00:00
INV008573,WH003,Belo Horizonte,MG,b12dffc208d142a320e92d660485d82f,0,0,20,0,DISCONTINUED,2018-12-08 11:00:00
INV008574,WH004,Curitiba,PR,ce28e83906c41f4170cf100324d80811,428,18,10,40,IN_STOCK,2018-10-22 08:00:00
INV008575,WH001,Sao Paulo,SP,8e3e3059aabb0c13679db43619590ad5,19,12,10,40,LOW_STOCK,2018-10-12 13:00:00
INV008576,WH006,Salvador,BA,3467600ef392560b5ff4e484d3a5ed20,448,6,20,50,IN_STOCK,2018-10-07 01:00:00
INV008577,WH002,Rio de Janeiro,RJ,3d07b18589d2af2cfb638c3dbc8ff826,88,28,20,75,IN_STOCK,2018-10-17 03:00:00
INV008578,WH002,Rio de Janeiro,RJ,a21db7596e9fa3a147b6aa6c7c57c60c,242,1,25,20,IN_STOCK,2018-12-26 16:00:00
INV008579,WH001,Sao Paulo,SP,09ff539a621711667c43eba6a3bd8466,472,26,20,75,IN_STOCK,2018-10-01 04:00:00
INV008580,WH006,Salvador,BA,cff9da3150a0d8147cd1ec0d71681858,129,3,25,75,IN_STOCK,2018-12-04 16:00:00
INV008581,WH001,Sao Paulo,SP,fc1449f3ffc59fd2eb9640505aea0581,176,3,15,30,IN_STOCK,2018-10-31 00:00:00
INV008582,WH005,Porto Alegre,RS,ed836edc15625c202f6ba85dbbe95c3a,0,0,25,50,OUT_OF_STOCK,2018-11-18 19:00:00
INV008583,WH004,Curitiba,PR,5e98b7fecc62c3ebeaa8252269b2d6fe,282,17,15,50,IN_STOCK,2018-12-06 22:00:00
INV008584,WH004,Curitiba,PR,278cade00c52e9e5c49c7c32c68872cd,0,0,10,0,DISCONTINUED,2018-10-05 01:00:00
INV008585,WH005,Porto Alegre,RS,238eaac32ec7d0a2881b728d4c3758b1,245,36,20,75,IN_STOCK,2018-11-07 22:00:00
INV008586,WH004,Curitiba,PR,fb783e3e545937820b57fe539b2c5a6c,309,10,30,50,IN_STOCK,2018-10-19 14:00:00
INV008587,WH001,Sao Paulo,SP,e71404b6fc3b275b7274ce772794a914,117,5,25,40,IN_STOCK,2018-12-05 13:00:00
INV008588,WH004,Curitiba,PR,6a9678c02c9aaec51699e995ab18e48f,300,15,30,75,IN_STOCK,2018-11-30 04:00:00
INV008589,WH001,Sao Paulo,SP,6f86e44eb101143f70370ce7530b0c5e,0,0,25,0,DISCONTINUED,2018-12-23 10:00:00
INV008590,WH003,Belo Horizonte,MG,66f9d3c83a10e9ee98857bb89831ddc4,147,20,15,30,IN_STOCK,2018-12-29 18:00:00
INV008591,WH006,Salvador,BA,1e96e085361f3bf21a06c876982b64f2,328,14,10,40,IN_STOCK,2018-10-05 09:00:00
INV008592,WH006,Salvador,BA,d2eb4e94aeb255a953cbd8b97361a848,0,0,25,30,OUT_OF_STOCK,2018-11-17 20:00:00
INV008593,WH004,Curitiba,PR,9d32095f76b97762307e86cfc18dd7a0,170,15,30,40,IN_STOCK,2018-12-11 02:00:00
INV008594,WH005,Porto Alegre,RS,9cb1c8fe9936376b813bd401471faaf8,139,0,20,50,IN_STOCK,2018-11-24 12:00:00
INV008595,WH001,Sao Paulo,SP,a2f108447e5847c9edd533c37908bf01,42,4,25,20,IN_STOCK,2018-12-04 02:00:00
INV008596,WH004,Curitiba,PR,ecb624b552f939e58c7881de58ece085,183,36,15,75,IN_STOCK,2018-11-25 10:00:00
INV008597,WH002,Rio de Janeiro,RJ,48a78d3787292116ba0de72570514978,0,0,25,0,DISCONTINUED,2018-11-08 11:00:00
INV008598,WH001,Sao Paulo,SP,f68980d7981fcc92059f42a4fd82fb38,116,30,30,75,IN_STOCK,2018-10-08 07:00:00
INV008599,WH004,Curitiba,PR,1d4e88bdd37e47a0ae27ad3a95539276,232,11,10,30,IN_STOCK,2018-11-06 05:00:00
INV008600,WH006,Salvador,BA,146fed9eb1d0f9db43dad0c7c96fc6e8,104,38,30,50,IN_STOCK,2018-10-17 09:00:00
INV008601,WH001,Sao Paulo,SP,a8a2dc008fdc6317702317958b880000,69,5,15,30,IN_STOCK,2018-12-20 19:00:00
INV008602,WH002,Rio de Janeiro,RJ,61e8dfe8d80294860f85e9f5cea7cceb,314,13,25,30,IN_STOCK,2018-12-27 12:00:00
INV008603,WH001,Sao Paulo,SP,fc623b74602f30f00e2e3ce320b8dafa,453,37,30,30,IN_STOCK,2018-12-28 11:00:00
INV008604,WH004,Curitiba,PR,924a205abfeafade92cf663f19265e94,243,40,25,50,IN_STOCK,2018-12-22 03:00:00
INV008605,WH001,Sao Paulo,SP,581397bf7a4dba024cd9123f3018f905,234,2,15,40,IN_STOCK,2018-11-13 19:00:00
INV008606,WH003,Belo Horizonte,MG,6c578f7117cc4f3ebc5bfd8a674e7ff4,288,16,25,30,IN_STOCK,2018-12-28 02:00:00
INV008607,WH002,Rio de Janeiro,RJ,612be997cd3154e32e1e585d478571b1,0,0,10,0,DISCONTINUED,2018-12-05 08:00:00
INV008608,WH006,Salvador,BA,fdc1340be043a0e6807741d687fc1cd4,400,23,15,30,IN_STOCK,2018-12-19 22:00:00
INV008609,WH003,Belo Horizonte,MG,94f8c822a2c9d476088ac45227f8226c,17,2,20,30,LOW_STOCK,2018-10-31 12:00:00
INV008610,WH006,Salvador,BA,cedca54b861ec6e18cffbef54701b139,496,33,20,40,IN_STOCK,2018-10-14 07:00:00
INV008611,WH002,Rio de Janeiro,RJ,f58fad95d21fded399cd9a1afec793e6,40,27,20,30,IN_STOCK,2018-12-20 07:00:00
INV008612,WH001,Sao Paulo,SP,2a962e2b5e4955e5ed284f1cf46b5296,287,13,15,30,IN_STOCK,2018-11-23 15:00:00
INV008613,WH006,Salvador,BA,2c19582c3eea7a6f53a30dbe0a8ffa7e,286,7,15,20,IN_STOCK,2018-11-17 23:00:00
INV008614,WH006,Salvador,BA,77794668e2278bf0045019b0d8a308b2,74,4,10,30,IN_STOCK,2018-12-14 00:00:00
INV008615,WH005,Porto Alegre,RS,0de9e97aea20a7497e01b63e7788e43f,284,37,25,20,IN_STOCK,2018-10-29 06:00:00
INV008616,WH001,Sao Paulo,SP,68bec1af3851f58027db8beadf3914d7,121,38,30,20,IN_STOCK,2018-12-22 19:00:00
INV008617,WH005,Porto Alegre,RS,444d53deb5d80250e5e44dd416f20298,0,0,10,50,OUT_OF_STOCK,2018-12-05 04:00:00
INV008618,WH005,Porto Alegre,RS,cc30e5a54e83c955899121be1223104e,405,34,10,75,IN_STOCK,2018-10-31 06:00:00
INV008619,WH003,Belo Horizonte,MG,5d136eed606105a39f8cffd4b7978951,0,0,25,75,OUT_OF_STOCK,2018-12-09 07:00:00
INV008620,WH003,Belo Horizonte,MG,dac106d9436467c9e5ba3767d1c5aa01,84,34,20,75,IN_STOCK,2018-11-27 15:00:00
INV008621,WH006,Salvador,BA,6548e4e34dccfc63407b2bddc88b1b7b,0,0,25,75,OUT_OF_STOCK,2018-11-28 13:00:00
INV008622,WH005,Porto Alegre,RS,6d637634f7ac8e9bd62dcc5fa03e39da,116,18,20,20,IN_STOCK,2018-11-04 05:00:00
INV008623,WH002,Rio de Janeiro,RJ,9a382deec088553d7695394b64c09086,351,17,25,75,IN_STOCK,2018-10-04 22:00:00
INV008624,WH006,Salvador,BA,5a7437ffa076413d6ab152c80b04bb9b,0,0,15,75,OUT_OF_STOCK,2018-11-30 00:00:00
INV008625,WH002,Rio de Janeiro,RJ,aeb767ca82c5a6cca8bbac33c4e21579,245,9,20,50,IN_STOCK,2018-10-20 20:00:00
INV008626,WH003,Belo Horizonte,MG,f87e8ee07e668908ab8afef6e3e91dec,98,19,10,75,IN_STOCK,2018-12-09 18:00:00
INV008627,WH005,Porto Alegre,RS,3de88091a3ed3699a8e32f77898c6368,457,12,25,30,IN_STOCK,2018-12-17 03:00:00
INV008628,WH003,Belo Horizonte,MG,e937b8761a1d9d6a0bd0011a17531744,23,12,30,50,LOW_STOCK,2018-12-07 23:00:00
INV008629,WH001,Sao Paulo,SP,a5a7c5c2be6edf0b10ce28ba5c6b4a69,462,34,20,30,IN_STOCK,2018-11-13 08:00:00
INV008630,WH003,Belo Horizonte,MG,8ef13bdd5d6da4bc50df1aaa486bf922,345,11,15,50,IN_STOCK,2018-10-25 06:00:00
INV008631,WH003,Belo Horizonte,MG,ca5861c2b694c968ae74e0a6ad72790e,84,4,30,50,IN_STOCK,2018-11-30 11:00:00
INV008632,WH005,Porto Alegre,RS,98ad26989524a790f1d29686025b6fcc,385,19,20,20,IN_STOCK,2018-11-19 11:00:00
INV008633,WH005,Porto Alegre,RS,60f1546ceca9c1dfd87b26c9c6482846,110,38,30,75,IN_STOCK,2018-11-14 15:00:00
INV008634,WH001,Sao Paulo,SP,378fed7e555fa94c149f571bba1d71b0,221,6,10,20,IN_STOCK,2018-10-02 05:00:00
INV008635,WH002,Rio de Janeiro,RJ,57fcacc3434a1f2f2b039c1b4e61f5e1,474,26,30,40,IN_STOCK,2018-11-14 16:00:00
INV008636,WH003,Belo Horizonte,MG,49ae25c5f82cd4bc8057d0b16d45af3a,6,6,30,30,LOW_STOCK,2018-11-16 00:00:00
INV008637,WH005,Porto Alegre,RS,090a47567475a8de67cdc10ac38d76bf,154,1,25,40,IN_STOCK,2018-11-04 17:00:00
INV008638,WH005,Porto Alegre,RS,5a670fea12f6946f0dcb3fbb9728645d,35,4,25,40,LOW_STOCK,2018-12-03 09:00:00
INV008639,WH003,Belo Horizonte,MG,290ee150f608e4391785e3ca842ed6d7,270,33,25,40,IN_STOCK,2018-11-25 20:00:00
INV008640,WH002,Rio de Janeiro,RJ,76cdcc9133ea25f1fac4b03ede26e062,437,40,10,75,IN_STOCK,2018-12-04 18:00:00
INV008641,WH006,Salvador,BA,1311325a082990d7e80142ca0c245fcd,366,14,10,30,IN_STOCK,2018-12-18 22:00:00
INV008642,WH001,Sao Paulo,SP,ed1de15b1be40001e5ed37127a6690f1,261,16,25,40,IN_STOCK,2018-11-08 00:00:00
INV008643,WH005,Porto Alegre,RS,60346eb1cf64d762ced0b37885fa844a,82,21,20,50,IN_STOCK,2018-10-04 03:00:00
INV008644,WH006,Salvador,BA,b729707d65939e62985873eed7ebced8,0,0,15,0,DISCONTINUED,2018-11-07 07:00:00
INV008645,WH006,Salvador,BA,59f09deeea7c839a9212a19f3416b892,426,31,15,50,IN_STOCK,2018-12-19 13:00:00
